"gid"|"geom"|"categoria"|"nome"|"citta"|"indirizzo"|"numero"|"cap"|"fonte"|"note"|"pubblicabile"|"verificato"|"datains"|"utenins"|"datamod"|"utenmod"|"dataver"|"utenver"|"distanza_minima"|"comune_ist"|"comune_nom"
"955"|"0101000020787F000074A17C11E3101841E06FF207782D5341"|"Banche-ATM"|""|"Cuorgne'"|"PIAZZA MARTIRI DELLA LIBERTA', 3 ANG. VIA GARIBALDI CUORGNE'"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"1438"|"0101000020787F0000E6E5A779291218410598F2C1722D5341"|"Banche-ATM"|""|"Cuorgne'"|"VIA TORINO, 3 CUORGNE'"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"1444"|"0101000020787F00008E13EC239912184159EA1CA1712D5341"|"Banche-ATM"|""|"Cuorgne'"|"CORSO TORINO, 5 CUORGNE'"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"1445"|"0101000020787F000085E6068310121841CF8F794B872D5341"|"Banche-ATM"|""|"Cuorgne'"|"VIA IVREA, 7 CUORGNE'"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"6253"|"0101000020787F0000756ABF6DCB15184157FFF15F402D5341"|"Poste"|""|"Cuorgne'"|"VIA TORINO 31, CUORGNE', ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"8073"|"0101000020787F0000E96D3D0AB40F1841BDD4A3C0442D5341"|"Scuola"|"Scuola - Primaria"|"Cuorgne`"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"9338"|"0101000020787F0000E96D3D0A5C0F1841BFD4A300642D5341"|"Scuola"|"Scuola - Infanzia"|"Cuorgne`"|"Corso Roma 4"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"9339"|"0101000020787F0000FA6D3D0A3C171841F107D793D22C5341"|"Scuola"|"Scuola - Infanzia"|"Cuorgne`"|"Via Brigate Partigiane"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"10525"|"0101000020787F0000C8E851B8AB0D18419578140E0F2D5341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Cuorgne`"|"Viale Xxiv Maggio"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"11162"|"0101000020787F000043D4A3705B0A18418AA170BDE32C5341"|"Scuola"|"Scuola - Infanzia-primaria"|"Cuorgne`"|"Via Xxiv Maggio 39"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"11726"|"0101000020787F0000011C85EB9A10184176F328AC312D5341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Cuorgne`"|"Via Cappa, 11"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"11727"|"0101000020787F0000E76D3D0A8C0E1841B4FDFFBF1E2D5341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Cuorgne`"|"Via Xxiv Maggio, 11"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001098"|"Cuorgne'"
"5659"|"0101000020787F0000FACCBA195BD415413E875B7B92C35241"|"Poste"|""|"Castelmagno"|"PIAZZA CADUTI 1, CASTELMAGNO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004053"|"Castelmagno"
"6397"|"0101000020787F0000C870A53D56591D4167B3F8DC80DE5241"|"Poste"|""|"Parodi Ligure"|"MUNICIPIO 5 (PIAZZA), PARODI LIGURE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006126"|"Parodi Ligure"
"1497"|"0101000020787F0000D5B2028DD64B1C4129E6CC3BA6105341"|"Banche-ATM"|""|"Frassineto Po"|"CORSO XX SETTEMBRE, 117 FRASSINETO PO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006073"|"Frassineto Po"
"5801"|"0101000020787F00007ACA10C4E6481C413A688772BA105341"|"Poste"|""|"Frassineto Po"|"XX SETTEMBRE 87 (VIA), FRASSINETO PO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006073"|"Frassineto Po"
"9388"|"0101000020787F0000F7874742274C1C419A5DA4F3C4105341"|"Scuola"|"Scuola - Infanzia"|"Frassineto Po"|"Via Roma,  6"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006073"|"Frassineto Po"
"11654"|"0101000020787F00007714AE47DA481C41226466B6DB105341"|"Scuola"|"Scuola - Primaria"|"Frassineto Po"|"Via Po 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006073"|"Frassineto Po"
"5205"|"0101000020787F0000BE5D5CA626FB154174CC063EEC1C5341"|"Poste"|""|"Usseglio"|"VIA ROMA 7, USSEGLIO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001282"|"Usseglio"
"1907"|"0101000020787F0000D46B0C9569501B411E6FCF090C8B5341"|"Banche-ATM"|""|"Baceno"|"PIAZZA ALDO MORO, 1 BACENO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103006"|"Baceno"
"1908"|"0101000020787F0000266C644184501B417CB46134308B5341"|"Banche-ATM"|""|"Baceno"|"VIA ROMA, 51 BACENO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103006"|"Baceno"
"5162"|"0101000020787F0000BDBE2D1411511B414252E8C9408B5341"|"Poste"|""|"Baceno"|"VIA ROMA 56 , BACENO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103006"|"Baceno"
"8392"|"0101000020787F00008D703D0A643F1B41CCD4A380698C5341"|"Scuola"|"Scuola - Infanzia"|"Baceno"|"Via Centro"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103006"|"Baceno"
"11745"|"0101000020787F000091703D0A90521B41CCD4A3C0E18A5341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Baceno"|"Via Innocenzo Ix Nã¸2"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103006"|"Baceno"
"8082"|"0101000020787F0000E9FFFFFFD7301B41C0FDFFBF4B775341"|"Scuola"|"Scuola - Infanzia-primaria"|"Beura-cardezza"|"Via San Clemente 7"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103011"|"Beura-Cardezza"
"574"|"0101000020787F0000662DB847F43E1B41B1640287963C5341"|"Banche-ATM"|""|"Rovasenda"|"VIA CAVOUR, 1 ROVASENDA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002122"|"Rovasenda"
"5117"|"0101000020787F000011ABD6DEF23F1B41F5E2E18E943C5341"|"Poste"|""|"Rovasenda"|"PIAZZA LIBERTA' 7, ROVASENDA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002122"|"Rovasenda"
"11138"|"0101000020787F0000D43688ADAD411B4170B10370EF3C5341"|"Scuola"|"Scuola - Infanzia"|"Rovasenda"|"Via Gattinara 2"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002122"|"Rovasenda"
"11747"|"0101000020787F00008D703D0A6C3F1B41C5D4A3408E3C5341"|"Scuola"|"Scuola - Primaria"|"Rovasenda"|"Piazza Liberta` 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002122"|"Rovasenda"
"513"|"0101000020787F00008DC11EB1B4591B412AAEE34574FB5241"|"Banche-ATM"|""|"Refrancore"|"VIA ASTI, 34 REFRANCORE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005089"|"Refrancore"
"5053"|"0101000020787F0000252D1175A45C1B410B940206A7FB5241"|"Poste"|""|"Refrancore"|"VIA VITTORIO EMANUELE III 9, REFRANCORE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005089"|"Refrancore"
"5356"|"0101000020787F000090431C4CDE5D1B4146AA381346FB5241"|"Poste"|""|"Refrancore"|"P. ROSSI 20 (VIA), ALESSANDRIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005089"|"Refrancore"
"8503"|"0101000020787F00003DF7456F29571B419160AAF3C6FB5241"|"Scuola"|"Scuola - Infanzia"|"Refrancore"|"Via Regina Margherita 43"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005089"|"Refrancore"
"11585"|"0101000020787F000091703D0AF8581B41C5D4A38071FB5241"|"Scuola"|"Scuola - Primaria-sec. 1 Gr."|"Refrancore"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005089"|"Refrancore"
"45"|"0101000020787F0000D3E8877E72FD1A4195856B1A4F855341"|"Banche-ATM"|""|"Varzo"|"VIALE PIERI, 1 VARZO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103071"|"Varzo"
"1267"|"0101000020787F000048D8417372F81A41BF6046EE59855341"|"Banche-ATM"|""|"Varzo"|"VIA SEMPIONE, 6 VARZO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103071"|"Varzo"
"5297"|"0101000020787F0000AFD23E71A9021B41A361392351855341"|"Poste"|""|"Varzo"|"PANIGHETTI 13 (PIAZZA), VARZO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103071"|"Varzo"
"8429"|"0101000020787F00006FC2F528EF031B4150C0F5684D855341"|"Scuola"|"Scuola - Infanzia"|"Varzo"|"Piazza Pietro Bono"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103071"|"Varzo"
"11690"|"0101000020787F0000E540280E42FE1A41385F30EC70855341"|"Scuola"|"Scuola - Primaria"|"Varzo"|"Primaria  Via Alneda 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103071"|"Varzo"
"2128"|"0101000020787F00000D36E4C4B16F1E416DE62E43C2F85241"|"Banche-ATM"|""|"Casalnoceto"|"PIAZZA MARTIRI DELLA LIBERTA', 10 CASALNOCETO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006040"|"Casalnoceto"
"5571"|"0101000020787F00006B1528BED56D1E41903E9F59B3F85241"|"Poste"|""|"Casalnoceto"|"ALIGHIERI 2 (PIAZZA), CASALNOCETO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006040"|"Casalnoceto"
"9096"|"0101000020787F0000DE7536242A701E4172FB2B359EF85241"|"Scuola"|"Scuola - Primaria"|"Casalnoceto"|"Castelceriolo"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006040"|"Casalnoceto"
"11366"|"0101000020787F00008EC2F52816701E410EB61E3597F85241"|"Scuola"|"Scuola - Infanzia"|"Casalnoceto"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006040"|"Casalnoceto"
"11408"|"0101000020787F00008EC2F528CE721E410DB61EB59CF85241"|"Scuola"|"Scuola - Primaria"|"Casalnoceto"|"Castelceriolo"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006040"|"Casalnoceto"
"1437"|"0101000020787F0000C42BCD580DD11941BD63C316B3DC5241"|"Banche-ATM"|""|"Diano D'alba"|"VIA MARCONI, 5 DIANO D'ALBA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004080"|"Diano d'Alba"
"6244"|"0101000020787F0000AA9DD84E0DD1194105B4AEB6B5DC5241"|"Poste"|""|"Diano D'alba"|"MARCONI 5 (VIA), DIANO D'ALBA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004080"|"Diano d'Alba"
"9499"|"0101000020787F00001A703D0A6CCF1941C6D4A340D6DC5241"|"Scuola"|"Scuola - Infanzia-sec. 1 Gr."|"Diano D`alba"|"Via Umberto Iã¸ 25"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004080"|"Diano d'Alba"
"10186"|"0101000020787F00001A703D0A94CF1941C6D4A380DFDC5241"|"Scuola"|"Scuola - Sec. 1 Gr."|"Diano D`alba"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004080"|"Diano d'Alba"
"1236"|"0101000020787F0000DB44D08721ED19411366EBCDE7DC5241"|"Banche-ATM"|""|"Diano D'alba"|"VIA ALBA-CORTEMILIA, 95 - FRAZIONE RICCA DIANO D'ALBA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004080"|"Diano d'Alba"
"1436"|"0101000020787F0000F775B3A021ED194195D7BED0E7DC5241"|"Banche-ATM"|""|"Diano D'alba"|"VIA ALBA-CORTEMILIA, 95 DIANO D'ALBA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004080"|"Diano d'Alba"
"9922"|"0101000020787F0000D8B71E85C4ED194193A1704DBADC5241"|"Scuola"|"Scuola - Infanzia"|"Diano D`alba"|"Piazza Torino"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004080"|"Diano d'Alba"
"5666"|"0101000020787F0000F8792F48EEDF1A4165F495E7C80A5341"|"Poste"|""|"Castelletto Merli"|"ROMA 61 (VIA), CASTELLETTO MERLI, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006050"|"Castelletto Merli"
"183"|"0101000020787F0000F9313BB2B4A318419F0734F2AA325341"|"Banche-ATM"|""|"Vistrorio"|"VIA GARIBALDI, 27 VISTRORIO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001312"|"Vistrorio"
"5694"|"0101000020787F00007368AB79C5A318418E212FFFAB325341"|"Poste"|""|"Vistrorio"|"GIUSEPPE GARIBALDI 23 (VIA), VISTRORIO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001312"|"Vistrorio"
"5695"|"0101000020787F0000B6D7A09AAEA31841E571169AAA325341"|"Poste"|""|"Vistrorio"|"VIA GARIBALDI 23, VISTRORIO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001312"|"Vistrorio"
"8038"|"0101000020787F000052FEFFFFEFA41841B8FDFFBFAC325341"|"Scuola"|"Scuola - Primaria"|"Vistrorio"|"Piazza Cavour, 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001312"|"Vistrorio"
"2057"|"0101000020787F0000C808002675291741D368A3A696E75241"|"Banche-ATM"|""|"Carde'"|"CORSO VITTORIO EMANUELE II, 87 CARDE'"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004042"|"Carde'"
"2058"|"0101000020787F000084D72FE5F92B17412B96C9887FE75241"|"Banche-ATM"|""|"Carde'"|"VIA MORETTA, 1 CARDE'"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004042"|"Carde'"
"5097"|"0101000020787F000066BB8CBDD01917419CC33A7B01E55241"|"Poste"|""|"Carde'"|"REVALANCA 27 (VIA), SALUZZO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004042"|"Carde'"
"5606"|"0101000020787F0000F7F2FFA428281741880B1C9E5CE75241"|"Poste"|""|"Carde'"|"VITT.EMANUELE II 59 (CORSO), CARDE', ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004042"|"Carde'"
"9898"|"0101000020787F0000440FAE473F2E1741183B0AD776E75241"|"Scuola"|"Scuola - Primaria"|"Carde`"|"Via Moretta, 21"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004042"|"Carde'"
"911"|"0101000020787F00003C67DCD3E2AE1841C066441500C85241"|"Banche-ATM"|""|"Magliano Alpi"|"VIA LANGHE, 158 MAGLIANO ALPI"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004114"|"Magliano Alpi"
"1612"|"0101000020787F0000F8B8DEBB499A184197D6EE4888C75241"|"Banche-ATM"|""|"Magliano Alpi"|"VIA LANGHE, 1 MAGLIANO ALPI"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004114"|"Magliano Alpi"
"5922"|"0101000020787F0000F05440D541B01841D8096AFB0BC85241"|"Poste"|""|"Magliano Alpi"|"LANGHE 17 (VIA), MAGLIANO ALPI, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004114"|"Magliano Alpi"
"5923"|"0101000020787F0000D0F54691F0CE1841510876BB52C85241"|"Poste"|""|"Magliano Alpi"|"TOMATIS 20 (VIA), MAGLIANO ALPI, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004114"|"Magliano Alpi"
"10166"|"0101000020787F00000E6F3D0A1CB21841C4D4A3803DC85241"|"Scuola"|"Scuola - Infanzia"|"Magliano Alpi"|"Via Langhe, 111/d"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004114"|"Magliano Alpi"
"10500"|"0101000020787F00000E6F3D0A5CB21841C5D4A3C037C85241"|"Scuola"|"Scuola - Infanzia-primaria"|"Magliano Alpi"|"Via Langhe 111/d"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004114"|"Magliano Alpi"
"8028"|"0101000020787F0000C86C3D0AF89A1741B8D4A340F71E5341"|"Scuola"|"Scuola - Infanzia-primaria"|"Grosso"|"Via Brachet 14"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001119"|"Grosso"
"8858"|"0101000020787F0000C66C3D0AD89A1741B6D4A340F01E5341"|"Scuola"|"Scuola - Primaria"|"Grosso"|"Via A. Brachet 14"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001119"|"Grosso"
"468"|"0101000020787F0000B7142E1873FD1A41507B17633CD65241"|"Banche-ATM"|""|"Roccaverano"|"VIA ROMA, 1 ROCCAVERANO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005094"|"Roccaverano"
"5013"|"0101000020787F00003EC34E2073FD1A41445216633CD65241"|"Poste"|""|"Roccaverano"|"VIA ROMA 1, ROCCAVERANO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005094"|"Roccaverano"
"932"|"0101000020787F000074FB3806D6861B41930FC0B8FB445341"|"Banche-ATM"|""|"Gattinara"|"PIAZZA ITALIA, 10 GATTINARA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"1474"|"0101000020787F000017F7D33D3F861B415D93BC2C1A455341"|"Banche-ATM"|""|"Gattinara"|"CORSO VALSESIA, 29 GATTINARA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"1475"|"0101000020787F0000208C5F93F7801B411F0871714D455341"|"Banche-ATM"|""|"Gattinara"|"VIALE MARCONI, 60 GATTINARA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"1479"|"0101000020787F0000C569A80053821B41FDFEB4ADF3445341"|"Banche-ATM"|""|"Gattinara"|"CORSO GARIBALDI, 83/85 GATTINARA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"1480"|"0101000020787F0000F4C9D3CE8F861B419F97BD4B62455341"|"Banche-ATM"|""|"Gattinara"|"CORSO VALSESIA, 120 GATTINARA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"5782"|"0101000020787F0000397AF04E9B811B41763B438CDD445341"|"Poste"|""|"Gattinara"|"VIA VITTORIO VENETO 9, GATTINARA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"8615"|"0101000020787F000096703D0A00861B41C7D4A3C055455341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Gattinara"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"9521"|"0101000020787F000096703D0AE87E1B41C7D4A3C02B455341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Gattinara"|"Via Alessandro Volta, 27"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"9586"|"0101000020787F000096703D0A84841B41C6D4A3C060455341"|"Scuola"|"Scuola - Primaria"|"Gattinara"|"Corso Valsesia, 113"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"9897"|"0101000020787F0000F2FFFFFF63831B41BDFDFF7F39455341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Gattinara"|"Via San Rocco, 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"11154"|"0101000020787F000095703D0ADC831B41C6D4A3003B455341"|"Scuola"|"Scuola - Nido-infanzia"|"Gattinara"|"Via Calza 16"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"002061"|"Gattinara"
"915"|"0101000020787F000037CEB41D735B1841358A17B881165341"|"Banche-ATM"|""|"Leini"|"VIA CARLO ALBERTO, 4 LEINI"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"1522"|"0101000020787F0000B78AC391E85B1841E42B2FAFBD165341"|"Banche-ATM"|""|"Leini"|"VIA CARLO ALBERTO LEINI"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"1523"|"0101000020787F0000C506950F835E1841FA764C88FD165341"|"Banche-ATM"|""|"Leini"|"VIA CARLO ALBERTO, 178 LEINI"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"1524"|"0101000020787F00007EC1FA57715B18419E31CC009A165341"|"Banche-ATM"|""|"Leini"|"VIA CARLO ALBERTO, 43 LEINI"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"1525"|"0101000020787F0000EDE4CF01E05B18410EAF77DAB5165341"|"Banche-ATM"|""|"Leini"|"VIA COTTIN ANG. VIA CARLO ALBERTO LEINI"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"5468"|"0101000020787F00009FB45ED2CA7318417EDE3FB80F175341"|"Poste"|""|"Leini'"|"VIA SETTIMO ANG.VIA VOLPIANO, BORGARO TORINESE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"11387"|"0101000020787F0000AF47E17AF53E1D4193A1703D8A025341"|"Scuola"|"Scuola - Primaria"|"Bassignana"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006013"|"Bassignana"
"5838"|"0101000020787F0000605E4EFEE75E18419B704266B4165341"|"Poste"|""|"Leini'"|"VIA RICCIOLIO 31, LEINI', ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"10104"|"0101000020787F0000CE7CAE63445C1841D918A964FE165341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Leini`"|"Via Provana 22"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"10105"|"0101000020787F00003C8DC2F5245E184108B61ED528175341"|"Scuola"|"Scuola - Primaria"|"Leini`"|"Piazzale Madonnina 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"10695"|"0101000020787F0000776E3D0A04571841C1D4A300B4165341"|"Scuola"|"Scuola - Infanzia"|"Leini`"|"Via Dogliottii 4"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"10696"|"0101000020787F00005DE951B878591841253B0AF731165341"|"Scuola"|"Scuola - Infanzia"|"Leini`"|"Via Caviglietto 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"11026"|"0101000020787F0000826E3D0A6C5D1841C0D4A300F4165341"|"Scuola"|"Scuola - Infanzia"|"Leini`"|"Via Capirone 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"10103"|"0101000020787F0000F0AB47E1395B18418CA170BD44195341"|"Scuola"|"Scuola - Primaria"|"Leini`"|"Frazione Tedeschi"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001130"|"Leini'"
"1691"|"0101000020787F0000C6F944CBF1A61C41306A27B1F7315341"|"Banche-ATM"|""|"Novara"|"CORSO TORINO, 35/37 NOVARA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"003106"|"NOVARA"
"622"|"0101000020787F00003EE60C7E339A1841BF96146266FD5241"|"Banche-ATM"|""|"Santena"|"PIAZZA MARTIRI LIBERTA', 13/A SANTENA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001257"|"Santena"
"623"|"0101000020787F0000AF9CFB7AAF9B1841B0A7C91766FD5241"|"Banche-ATM"|""|"Santena"|"VIA CAVOUR, 43 SANTENA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001257"|"Santena"
"624"|"0101000020787F00000E07AB7978991841F5DE200B56FD5241"|"Banche-ATM"|""|"Santena"|"VIA VITTORIO VENETO, 13/A SANTENA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"001257"|"Santena"
